sg_data_point,time,depth_corrected,latitude,longitude,temperature,salinity,dissolved_oxygen_sat,PAR_470nm,particle_concentration_700nm,chlorophyll_695nm,ctd_time,ctd_depth
0,2004-10-15 15:31:21.141000064,0.0,47.484512,-122.49938,10.833635,,,266.0,99.0,95.0,2004-10-15 15:31:21.141000064,-5.1449404
1,2004-10-15 15:31:25.536000000,0.019963264,47.484516,-122.499374,10.8317585,,,421.0,108.0,113.0,2004-10-15 15:31:25.536000000,-5.1256766
2,2004-10-15 15:31:30.549000064,-0.009981632,47.484524,-122.49937,10.831402,,,285.0,96.0,96.0,2004-10-15 15:31:30.549000064,-5.1550884
3,2004-10-15 15:31:36.380000128,0.059889793,47.48453,-122.49936,10.89608,,,419.0,124.0,113.0,2004-10-15 15:31:36.380000128,-5.0858297
4,2004-10-15 15:31:40.782000128,0.059889793,47.48454,-122.49935,10.937798,,,329.0,107.0,129.0,2004-10-15 15:31:40.782000128,-5.085688
5,2004-10-15 15:31:46.372000000,0.029944897,47.484547,-122.49934,10.914177,,,238.0,96.0,89.0,2004-10-15 15:31:46.372000000,-5.115723
6,2004-10-15 15:31:51.549000064,0.04990816,47.484554,-122.49933,10.892015,,,298.0,98.0,112.0,2004-10-15 15:31:51.549000064,-5.0957866
7,2004-10-15 15:31:57.378999936,-0.06987095,47.484562,-122.49932,10.803625,,,373.0,116.0,120.0,2004-10-15 15:31:57.378999936,-5.215449
8,2004-10-15 15:32:01.802000000,-0.029944897,47.484566,-122.49931,10.814945,,,324.0,100.0,96.0,2004-10-15 15:32:01.802000000,-5.175248
9,2004-10-15 15:32:07.335000064,-0.039926052,47.484573,-122.4993,10.822019,,,298.0,101.0,108.0,2004-10-15 15:32:07.335000064,-5.185397
10,2004-10-15 15:32:11.875999872,0.029944897,47.48458,-122.49929,10.827825,,,299.0,100.0,108.0,2004-10-15 15:32:11.875999872,-5.115264
11,2004-10-15 15:32:17.664000000,0.019963264,47.48459,-122.49928,10.833081,,,531.0,122.0,117.0,2004-10-15 15:32:17.664000000,-5.1252456
12,2004-10-15 15:32:25.050000000,-0.07985258,47.484596,-122.49927,10.793805,,,274.0,97.0,106.0,2004-10-15 15:32:25.050000000,-5.2249594
13,2004-10-15 15:32:31.115000064,-0.099815845,47.484608,-122.49926,10.762933,,,247.0,98.0,91.0,2004-10-15 15:32:31.115000064,-5.245676
14,2004-10-15 15:32:37.802999936,-0.059889317,47.484615,-122.499245,10.728888,,,278.0,100.0,101.0,2004-10-15 15:32:37.802999936,-5.205723
15,2004-10-15 15:32:43.861000064,-0.049907684,47.484627,-122.49923,10.701407,,,447.0,109.0,151.0,2004-10-15 15:32:43.861000064,-5.1957808
16,2004-10-15 15:32:49.902000000,-0.059889317,47.484634,-122.49922,10.741722,,,268.0,98.0,118.0,2004-10-15 15:32:49.902000000,-5.205113
17,2004-10-15 15:32:55.940999936,0.03992653,47.484642,-122.499214,10.778657,,,669.0,174.0,111.0,2004-10-15 15:32:55.940999936,-5.1052475
18,2004-10-15 15:33:03.654999936,0.03992653,47.484653,-122.4992,10.822292,,,267.0,96.0,98.0,2004-10-15 15:33:03.654999936,-5.1045127
19,2004-10-15 15:33:09.713000064,0.03992653,47.48466,-122.49918,10.773481,,,328.0,105.0,115.0,2004-10-15 15:33:09.713000064,-5.1047206
20,2004-10-15 15:33:15.772000128,0.08983421,47.48467,-122.499176,10.7291765,,,249.0,97.0,101.0,2004-10-15 15:33:15.772000128,-5.054302
21,2004-10-15 15:33:21.805000064,0.059889793,47.48468,-122.49916,10.6861725,,,328.0,115.0,206.0,2004-10-15 15:33:21.805000064,-5.0838275
22,2004-10-15 15:33:27.868999936,0.20961332,47.484688,-122.49915,10.666178,,,324.0,106.0,124.0,2004-10-15 15:33:27.868999936,-4.933236
23,2004-10-15 15:33:33.902000000,0.29944754,47.484695,-122.49914,10.662434,,,352.0,112.0,121.0,2004-10-15 15:33:33.902000000,-4.842388
24,2004-10-15 15:33:39.941999872,0.37930012,47.484703,-122.49913,10.66264,,,316.0,101.0,97.0,2004-10-15 15:33:39.941999872,-4.760071
25,2004-10-15 15:33:45.999000064,0.34935522,47.48471,-122.499115,10.653731,,,298.0,103.0,127.0,2004-10-15 15:33:45.999000064,-4.792235
26,2004-10-15 15:33:52.010999936,0.46913385,47.484722,-122.49911,10.645454,,,350.0,108.0,96.0,2004-10-15 15:33:52.010999936,-4.671404
27,2004-10-15 15:33:58.051000064,0.738636,47.48473,-122.49909,10.640525,,,331.0,102.0,115.0,2004-10-15 15:33:58.051000064,-4.401037
28,2004-10-15 15:34:04.065000064,1.0680268,47.484737,-122.499084,10.65039,,,303.0,103.0,108.0,2004-10-15 15:34:04.065000064,-4.0686665
29,2004-10-15 15:34:10.104000128,1.5471399,47.484745,-122.49907,10.650866,,,326.0,105.0,103.0,2004-10-15 15:34:10.104000128,-3.5906112
30,2004-10-15 15:34:16.161000064,1.7767143,47.484756,-122.49906,10.641572,,,289.0,105.0,105.0,2004-10-15 15:34:16.161000064,-3.3586638
31,2004-10-15 15:34:27.698999936,2.984472,47.484768,-122.49905,10.605671,,,392.0,112.0,133.0,2004-10-15 15:34:27.698999936,-2.1518543
32,2004-10-15 15:34:34.035000064,3.7131157,47.48478,-122.49903,10.584788,,,353.0,109.0,114.0,2004-10-15 15:34:34.035000064,-1.4323668
33,2004-10-15 15:34:40.362000000,4.691291,47.484787,-122.499016,10.571962,,,403.0,113.0,194.0,2004-10-15 15:34:40.362000000,-0.41797605
34,2004-10-15 15:34:50.328000128,5.8391433,47.4848,-122.499,10.5718,,,391.0,110.0,137.0,2004-10-15 15:34:50.328000128,0.8977979
35,2004-10-15 15:34:56.141000064,6.408077,47.48481,-122.498985,10.573744,,,351.0,112.0,145.0,2004-10-15 15:34:56.141000064,1.4738262
36,2004-10-15 15:35:00.536000000,6.8173084,47.484818,-122.49898,10.562496,,,331.0,104.0,126.0,2004-10-15 15:35:00.536000000,1.8628248
37,2004-10-15 15:35:06.142999936,7.436145,47.48483,-122.49896,10.56607,29.364147,288.79034,340.0,108.0,126.0,2004-10-15 15:35:06.142999936,2.4740982
38,2004-10-15 15:35:10.878999936,7.905262,47.484844,-122.49895,10.5726795,29.373068,288.7324,406.0,108.0,127.0,2004-10-15 15:35:10.878999936,2.943215
39,2004-10-15 15:35:16.709000064,8.673813,47.484856,-122.49893,10.57519,29.379004,288.7057,394.0,111.0,132.0,2004-10-15 15:35:16.709000064,3.7155318
40,2004-10-15 15:35:24.408000000,9.44236,47.48487,-122.49891,10.566177,29.38941,288.74316,425.0,114.0,114.0,2004-10-15 15:35:24.408000000,4.4810643
41,2004-10-15 15:35:33.480999936,10.400546,47.484894,-122.498886,10.548525,29.40344,288.82825,422.0,115.0,121.0,2004-10-15 15:35:33.480999936,5.44989
42,2004-10-15 15:35:38.648000000,10.959486,47.48491,-122.49886,10.529484,29.413645,288.9292,340.0,106.0,119.0,2004-10-15 15:35:38.648000000,6.0380807
43,2004-10-15 15:35:44.260000000,11.538385,47.484924,-122.49885,10.523989,29.421215,288.9498,423.0,113.0,119.0,2004-10-15 15:35:44.260000000,6.617793
44,2004-10-15 15:35:48.665999872,11.987532,47.484936,-122.498825,10.522626,29.425331,288.95078,377.0,111.0,115.0,2004-10-15 15:35:48.665999872,7.042285
45,2004-10-15 15:35:53.648000000,12.536486,47.484943,-122.49881,10.535682,29.425615,288.86816,344.0,105.0,115.0,2004-10-15 15:35:53.648000000,7.597494
46,2004-10-15 15:35:58.700000000,13.075457,47.484955,-122.498795,10.547716,29.42398,288.7955,530.0,119.0,113.0,2004-10-15 15:35:58.700000000,8.145189
47,2004-10-15 15:36:04.295000064,13.634389,47.48497,-122.49878,10.547235,29.424671,288.79727,325.0,109.0,119.0,2004-10-15 15:36:04.295000064,8.7009325
48,2004-10-15 15:36:08.707000064,14.143415,47.48498,-122.498764,10.541764,29.426176,288.82886,368.0,108.0,110.0,2004-10-15 15:36:08.707000064,9.21555
49,2004-10-15 15:36:14.311000064,14.712325,47.484993,-122.49875,10.544465,29.428543,288.80756,352.0,108.0,131.0,2004-10-15 15:36:14.311000064,9.777282
50,2004-10-15 15:36:18.984999936,15.151483,47.485004,-122.498726,10.53293,29.432816,288.8722,491.0,114.0,128.0,2004-10-15 15:36:18.984999936,10.210921
51,2004-10-15 15:36:24.125999872,15.870103,47.485016,-122.49871,10.495815,29.44984,289.07434,334.0,108.0,108.0,2004-10-15 15:36:24.125999872,10.945458
52,2004-10-15 15:36:29.178999936,16.319239,47.485027,-122.498695,10.487567,29.453808,289.119,390.0,106.0,112.0,2004-10-15 15:36:29.178999936,11.3778925
53,2004-10-15 15:36:37.042000000,17.177586,47.485043,-122.49868,10.558332,29.440508,288.69836,407.0,112.0,133.0,2004-10-15 15:36:37.042000000,12.238593
54,2004-10-15 15:36:46.051000064,18.135735,47.48506,-122.49865,10.542775,29.43859,288.79965,354.0,105.0,116.0,2004-10-15 15:36:46.051000064,13.229124
55,2004-10-15 15:36:51.203000064,18.734573,47.485077,-122.49863,10.533996,29.44544,288.84222,335.0,105.0,113.0,2004-10-15 15:36:51.203000064,13.829631
56,2004-10-15 15:36:56.226000128,19.253569,47.48509,-122.49861,10.522939,29.453522,288.89688,361.0,107.0,110.0,2004-10-15 15:36:56.226000128,14.344468
57,2004-10-15 15:37:01.194000000,19.652794,47.4851,-122.49859,10.518363,29.457045,288.91916,351.0,106.0,114.0,2004-10-15 15:37:01.194000000,14.746184
58,2004-10-15 15:37:06.246000000,20.091942,47.48511,-122.49857,10.521526,29.456354,288.90054,348.0,108.0,102.0,2004-10-15 15:37:06.246000000,15.17461
59,2004-10-15 15:37:11.214999936,20.630892,47.485123,-122.49856,10.523086,29.455812,288.89172,342.0,104.0,108.0,2004-10-15 15:37:11.214999936,15.723452
60,2004-10-15 15:37:16.246000000,21.139902,47.48513,-122.49854,10.516525,29.45842,288.9282,349.0,104.0,118.0,2004-10-15 15:37:16.246000000,16.224207
61,2004-10-15 15:37:21.216000128,21.589025,47.48514,-122.49853,10.522138,29.458927,288.89194,354.0,109.0,118.0,2004-10-15 15:37:21.216000128,16.687428
62,2004-10-15 15:37:26.300000000,22.018188,47.485153,-122.49851,10.514775,29.460768,288.93488,420.0,109.0,131.0,2004-10-15 15:37:26.300000000,17.10496
63,2004-10-15 15:37:31.216000128,22.497252,47.485165,-122.49849,10.51047,29.465124,288.95392,411.0,111.0,124.0,2004-10-15 15:37:31.216000128,17.586496
64,2004-10-15 15:37:36.247999872,22.856548,47.485176,-122.498474,10.502514,29.466887,289.00073,337.0,106.0,122.0,2004-10-15 15:37:36.247999872,17.9384
65,2004-10-15 15:37:41.224999936,23.455376,47.485188,-122.49846,10.490573,29.471722,289.06702,334.0,106.0,101.0,2004-10-15 15:37:41.224999936,18.534784
66,2004-10-15 15:37:49.209000064,24.26379,47.4852,-122.498436,10.466531,29.486406,289.19135,417.0,110.0,123.0,2004-10-15 15:37:49.209000064,19.350561
67,2004-10-15 15:37:57.467999872,25.112122,47.485218,-122.498405,10.465599,29.488785,289.19284,345.0,107.0,116.0,2004-10-15 15:37:57.467999872,20.210524
68,2004-10-15 15:38:08.262000128,25.91055,47.485237,-122.498375,10.473388,29.483906,289.15277,333.0,102.0,105.0,2004-10-15 15:38:08.262000128,20.99077
69,2004-10-15 15:38:18.138999936,26.768854,47.485264,-122.498344,10.453568,29.497372,289.2528,334.0,105.0,105.0,2004-10-15 15:38:18.138999936,21.862246
70,2004-10-15 15:38:28.792000000,27.876663,47.48529,-122.49832,10.438582,29.506092,289.33124,299.0,103.0,123.0,2004-10-15 15:38:28.792000000,22.940037
71,2004-10-15 15:38:38.790999936,28.994444,47.485313,-122.49829,10.448566,29.504534,289.27115,364.0,109.0,110.0,2004-10-15 15:38:38.790999936,24.087835
72,2004-10-15 15:38:48.790999936,29.872698,47.48534,-122.49827,10.456312,29.502113,289.22678,373.0,107.0,112.0,2004-10-15 15:38:48.790999936,24.990656
73,2004-10-15 15:38:58.790999936,30.411623,47.485363,-122.49824,10.440628,29.506031,289.31845,340.0,107.0,106.0,2004-10-15 15:38:58.790999936,25.478167
74,2004-10-15 15:39:08.790999936,31.25993,47.485386,-122.4982,10.441455,29.509592,289.30664,329.0,104.0,108.0,2004-10-15 15:39:08.790999936,26.334478
75,2004-10-15 15:39:18.790999936,31.998453,47.48541,-122.49817,10.440451,29.510164,289.31192,340.0,110.0,107.0,2004-10-15 15:39:18.790999936,27.106989
76,2004-10-15 15:39:28.792000000,32.40763,47.485428,-122.49814,10.432774,29.51431,289.3527,343.0,105.0,111.0,2004-10-15 15:39:28.792000000,27.487854
77,2004-10-15 15:39:38.792000000,32.92659,47.48545,-122.4981,10.4204235,29.521328,289.41766,330.0,103.0,105.0,2004-10-15 15:39:38.792000000,28.014187
78,2004-10-15 15:39:48.790999936,33.45553,47.485474,-122.49807,10.412055,29.525848,289.46213,353.0,104.0,109.0,2004-10-15 15:39:48.790999936,28.518114
79,2004-10-15 15:39:58.792000000,33.904625,47.485497,-122.49804,10.383385,29.540968,289.61526,312.0,110.0,105.0,2004-10-15 15:39:58.792000000,28.988115
80,2004-10-15 15:40:08.792000000,34.413605,47.485516,-122.49801,10.34472,29.560028,289.82452,314.0,100.0,102.0,2004-10-15 15:40:08.792000000,29.473825
81,2004-10-15 15:40:18.793999872,35.251915,47.48554,-122.49797,10.31943,29.573381,289.95987,331.0,102.0,96.0,2004-10-15 15:40:18.793999872,30.33622
82,2004-10-15 15:40:32.075000064,36.0503,47.48556,-122.49793,10.319732,29.57594,289.95325,297.0,102.0,98.0,2004-10-15 15:40:32.075000064,31.107391
83,2004-10-15 15:40:42.854000128,36.948483,47.485588,-122.497894,10.32734,29.575188,289.90646,335.0,106.0,100.0,2004-10-15 15:40:42.854000128,32.021423
84,2004-10-15 15:40:52.908999936,38.016315,47.48561,-122.49786,10.321735,29.57754,289.9376,322.0,102.0,108.0,2004-10-15 15:40:52.908999936,33.07969
85,2004-10-15 15:41:03.378000000,39.074165,47.485634,-122.497826,10.296111,29.589954,290.07693,336.0,105.0,96.0,2004-10-15 15:41:03.378000000,34.141502
86,2004-10-15 15:41:13.378999936,40.03221,47.485657,-122.497795,10.303132,29.591482,290.0296,299.0,104.0,102.0,2004-10-15 15:41:13.378999936,35.117336
87,2004-10-15 15:41:27.421999872,41.419376,47.485687,-122.497765,10.292435,29.596346,290.08838,366.0,106.0,90.0,2004-10-15 15:41:27.421999872,36.50123
88,2004-10-15 15:41:38.204000000,42.257656,47.485718,-122.497734,10.26973,29.608269,290.21027,329.0,103.0,100.0,2004-10-15 15:41:38.204000000,37.372173
89,2004-10-15 15:41:48.201999872,42.946243,47.48574,-122.4977,10.270578,29.61263,290.19678,362.0,108.0,97.0,2004-10-15 15:41:48.201999872,38.059044
90,2004-10-15 15:41:58.200999936,43.61487,47.485767,-122.49768,10.251246,29.619005,290.30765,363.0,106.0,101.0,2004-10-15 15:41:58.200999936,38.729385
91,2004-10-15 15:42:08.200999936,44.27351,47.48579,-122.49766,10.24786,29.624046,290.3198,348.0,107.0,103.0,2004-10-15 15:42:08.200999936,39.377804
92,2004-10-15 15:42:18.200999936,44.992027,47.485817,-122.497635,10.243778,29.626793,290.3406,376.0,107.0,99.0,2004-10-15 15:42:18.200999936,40.10826
93,2004-10-15 15:42:28.200999936,45.640686,47.48584,-122.49761,10.238307,29.630136,290.36914,365.0,106.0,93.0,2004-10-15 15:42:28.200999936,40.74752
94,2004-10-15 15:42:38.200999936,46.458992,47.485867,-122.49759,10.237241,29.63183,290.37277,436.0,110.0,102.0,2004-10-15 15:42:38.200999936,41.566677
95,2004-10-15 15:42:48.200999936,47.277294,47.48589,-122.49757,10.2347,29.633665,290.3855,389.0,114.0,97.0,2004-10-15 15:42:48.200999936,42.38583
96,2004-10-15 15:42:58.200000000,48.14549,47.485916,-122.49755,10.238698,29.633718,290.36002,348.0,105.0,89.0,2004-10-15 15:42:58.200000000,43.260864
97,2004-10-15 15:43:08.200000000,48.903908,47.485943,-122.49753,10.240752,29.633116,290.34808,386.0,112.0,97.0,2004-10-15 15:43:08.200000000,44.015003
98,2004-10-15 15:43:18.201999872,49.672306,47.485966,-122.49751,10.229873,29.636164,290.41153,360.0,109.0,91.0,2004-10-15 15:43:18.201999872,44.78084
99,2004-10-15 15:43:33.257999872,50.949635,47.48599,-122.49749,10.2247505,,,371.0,112.0,97.0,2004-10-15 15:43:33.257999872,46.060726
100,2004-10-15 15:43:39.322000000,51.41865,47.486,-122.497475,10.225337,,,444.0,109.0,82.0,2004-10-15 15:43:39.322000000,46.595573
101,2004-10-15 15:43:46.953000064,51.638187,47.486004,-122.49747,10.22193,,,445.0,120.0,104.0,2004-10-15 15:43:46.953000064,46.805927
102,2004-10-15 15:43:56.960999936,52.22695,47.48602,-122.49745,10.223349,,,347.0,107.0,98.0,2004-10-15 15:43:56.960999936,47.41781
103,2004-10-15 15:44:06.996999936,52.725903,47.48603,-122.49743,10.22844,,,320.0,106.0,89.0,2004-10-15 15:44:06.996999936,47.895473
104,2004-10-15 15:44:17.007999872,53.234833,47.48604,-122.49742,10.226208,,,357.0,105.0,89.0,2004-10-15 15:44:17.007999872,48.4136
105,2004-10-15 15:44:27.016999936,53.514244,47.48604,-122.49742,10.220905,,,360.0,109.0,83.0,2004-10-15 15:44:27.016999936,48.68198
106,2004-10-15 15:44:36.950999936,53.7238,47.48604,-122.49742,10.221518,,,371.0,111.0,90.0,2004-10-15 15:44:36.950999936,48.868065
107,2004-10-15 15:44:46.961999872,54.063087,47.486046,-122.49741,10.22353,,,379.0,108.0,91.0,2004-10-15 15:44:46.961999872,49.20735
108,2004-10-15 15:44:56.898999936,54.47222,47.486053,-122.497406,10.220798,,,303.0,104.0,83.0,2004-10-15 15:44:56.898999936,49.63449
109,2004-10-15 15:45:06.959000064,54.711716,47.486053,-122.497406,10.221277,,,384.0,111.0,87.0,2004-10-15 15:45:06.959000064,49.85065
110,2004-10-15 15:45:16.986999936,55.04102,47.48606,-122.4974,10.221978,,,300.0,100.0,85.0,2004-10-15 15:45:16.986999936,50.16852
111,2004-10-15 15:45:34.592000000,55.350365,47.48607,-122.49738,10.219863,,,357.0,106.0,89.0,2004-10-15 15:45:34.592000000,50.681496
112,2004-10-15 15:45:42.856000000,54.921272,47.486073,-122.497375,10.220304,,,349.0,104.0,103.0,2004-10-15 15:45:42.856000000,50.530697
113,2004-10-15 15:45:52.487999872,54.30258,47.486084,-122.49736,10.220303,,,361.0,108.0,87.0,2004-10-15 15:45:52.487999872,49.84723
114,2004-10-15 15:46:01.857000064,53.67391,47.4861,-122.497345,10.220765,,,340.0,105.0,89.0,2004-10-15 15:46:01.857000064,49.22571
115,2004-10-15 15:46:11.346999936,52.75584,47.48611,-122.49733,10.223489,,,317.0,101.0,83.0,2004-10-15 15:46:11.346999936,48.302536
116,2004-10-15 15:46:19.635999872,52.04733,47.486126,-122.49731,10.224953,,,310.0,100.0,87.0,2004-10-15 15:46:19.635999872,47.586857
117,2004-10-15 15:46:29.552000000,51.039444,47.486137,-122.49729,10.237508,,,332.0,104.0,92.0,2004-10-15 15:46:29.552000000,46.570763
118,2004-10-15 15:46:37.836000000,50.131344,47.48615,-122.49728,10.246886,,,357.0,102.0,95.0,2004-10-15 15:46:37.836000000,45.684174
119,2004-10-15 15:46:47.282999936,49.043617,47.486164,-122.49726,10.2460785,,,284.0,102.0,80.0,2004-10-15 15:46:47.282999936,44.589287
120,2004-10-15 15:46:57.010999936,47.766277,47.486176,-122.49724,10.243701,,,327.0,103.0,91.0,2004-10-15 15:46:57.010999936,43.291428
121,2004-10-15 15:47:06.915999872,46.339237,47.48619,-122.49722,10.260685,,,300.0,98.0,86.0,2004-10-15 15:47:06.915999872,41.8613
122,2004-10-15 15:47:17.006999936,45.021965,47.486202,-122.49721,10.293281,,,273.0,97.0,90.0,2004-10-15 15:47:17.006999936,40.55944
123,2004-10-15 15:47:26.926000128,43.425255,47.486217,-122.497185,10.31289,,,309.0,100.0,91.0,2004-10-15 15:47:26.926000128,38.93495
124,2004-10-15 15:47:36.994000000,41.75868,47.486233,-122.49717,10.313121,,,400.0,108.0,98.0,2004-10-15 15:47:36.994000000,37.26115
125,2004-10-15 15:47:54.674000000,39.034245,47.486275,-122.497116,10.326326,29.576166,289.91107,280.0,100.0,97.0,2004-10-15 15:47:54.674000000,34.502556
126,2004-10-15 15:48:05.262000128,37.377613,47.48633,-122.49705,10.341629,29.569002,289.82745,329.0,102.0,91.0,2004-10-15 15:48:05.262000128,32.863533
127,2004-10-15 15:48:15.157000064,35.750908,47.486374,-122.49701,10.324867,29.577124,289.91852,288.0,100.0,113.0,2004-10-15 15:48:15.157000064,31.242002
128,2004-10-15 15:48:24.589999872,34.034367,47.486416,-122.49698,10.358937,29.555756,289.74246,289.0,105.0,102.0,2004-10-15 15:48:24.589999872,29.555399
129,2004-10-15 15:48:35.259000064,31.998453,47.48646,-122.496956,10.3610735,29.552439,289.7351,324.0,102.0,99.0,2004-10-15 15:48:35.259000064,27.508148
130,2004-10-15 15:48:45.262000128,29.882677,47.48651,-122.496925,10.357527,29.552437,289.75754,377.0,110.0,103.0,2004-10-15 15:48:45.262000128,25.39856
131,2004-10-15 15:48:55.260999936,27.74692,47.486557,-122.496895,10.398279,29.526295,289.5483,302.0,104.0,106.0,2004-10-15 15:48:55.260999936,23.256615
132,2004-10-15 15:49:05.263000064,25.65106,47.4866,-122.49686,10.447828,29.499023,289.28598,314.0,104.0,103.0,2004-10-15 15:49:05.263000064,21.154562
133,2004-10-15 15:49:15.262000128,23.505278,47.486645,-122.49682,10.447098,29.498596,289.29135,304.0,101.0,108.0,2004-10-15 15:49:15.262000128,19.006714
134,2004-10-15 15:49:22.385999872,22.06809,47.48668,-122.49678,10.452953,29.494188,289.26257,444.0,108.0,106.0,2004-10-15 15:49:22.385999872,17.575722
135,2004-10-15 15:49:28.200999936,21.010155,47.48671,-122.49676,10.453554,29.492477,289.26196,302.0,102.0,108.0,2004-10-15 15:49:28.200999936,16.50849
136,2004-10-15 15:49:32.823999872,20.08196,47.486732,-122.496735,10.457977,29.48874,289.24097,278.0,99.0,105.0,2004-10-15 15:49:32.823999872,15.590624
137,2004-10-15 15:49:38.648999936,18.884285,47.486755,-122.49672,10.451573,29.490393,289.2783,289.0,102.0,112.0,2004-10-15 15:49:38.648999936,14.390884
138,2004-10-15 15:49:43.063999872,18.045906,47.486774,-122.4967,10.456828,29.485613,289.25397,330.0,108.0,115.0,2004-10-15 15:49:43.063999872,13.553539
139,2004-10-15 15:49:47.984000000,16.99793,47.486797,-122.49668,10.466516,29.478426,289.20618,398.0,110.0,117.0,2004-10-15 15:49:47.984000000,12.506595
140,2004-10-15 15:49:53.062999936,15.959929,47.48682,-122.496666,10.475458,29.47121,289.16315,316.0,103.0,102.0,2004-10-15 15:49:53.062999936,11.471688
141,2004-10-15 15:49:57.980999936,15.031713,47.48684,-122.49664,10.482497,29.46557,289.1292,319.0,105.0,121.0,2004-10-15 15:49:57.980999936,10.545534
142,2004-10-15 15:50:03.016999936,13.943797,47.486862,-122.49663,10.486241,29.462166,289.1119,303.0,101.0,106.0,2004-10-15 15:50:03.016999936,9.453493
143,2004-10-15 15:50:07.976000128,12.935723,47.486885,-122.49661,10.488739,29.45658,289.10648,350.0,109.0,118.0,2004-10-15 15:50:07.976000128,8.450576
144,2004-10-15 15:50:13.033999872,11.927645,47.486908,-122.4966,10.499158,29.44856,289.05566,347.0,106.0,110.0,2004-10-15 15:50:13.033999872,7.435277
145,2004-10-15 15:50:18.010000000,10.779827,47.48693,-122.496574,10.503559,29.442574,289.039,376.0,108.0,121.0,2004-10-15 15:50:18.010000000,6.2833285
146,2004-10-15 15:50:27.928000000,8.933323,47.486965,-122.49655,10.501078,29.434029,289.07037,339.0,106.0,118.0,2004-10-15 15:50:27.928000000,4.4347587
147,2004-10-15 15:50:36.867000064,7.336333,47.487007,-122.49652,10.5086775,29.421392,289.04584,386.0,108.0,128.0,2004-10-15 15:50:36.867000064,2.822255
148,2004-10-15 15:50:42.154999936,6.3681517,47.487038,-122.4965,10.520115,29.409286,288.99615,336.0,101.0,123.0,2004-10-15 15:50:42.154999936,1.8374976
149,2004-10-15 15:50:47.346000000,5.4897976,47.487057,-122.49648,10.519075,29.402298,289.0156,314.0,103.0,126.0,2004-10-15 15:50:47.346000000,0.9601803
150,2004-10-15 15:50:52.349999872,4.7711415,47.48708,-122.49646,10.526303,,,386.0,108.0,118.0,2004-10-15 15:50:52.349999872,0.24567002
151,2004-10-15 16:16:21.637000064,0.0,47.48834,-122.495575,10.758843,,,326.0,101.0,124.0,2004-10-15 16:16:21.637000064,-5.4249907
152,2004-10-15 16:16:26.040999936,0.019963264,47.488342,-122.495575,10.758666,,,293.0,100.0,121.0,2004-10-15 16:16:26.040999936,-5.404776
153,2004-10-15 16:16:31.458000000,0.019963264,47.488346,-122.49557,10.758556,,,299.0,100.0,110.0,2004-10-15 16:16:31.458000000,-5.405129
154,2004-10-15 16:16:36.635999872,0.029944897,47.48835,-122.49556,10.760371,,,367.0,105.0,67.0,2004-10-15 16:16:36.635999872,-5.395206
155,2004-10-15 16:16:41.602000000,-0.029944897,47.488358,-122.49556,10.762004,,,369.0,108.0,110.0,2004-10-15 16:16:41.602000000,-5.452552
156,2004-10-15 16:16:46.630000128,-0.059889793,47.48836,-122.49555,10.763657,,,248.0,95.0,82.0,2004-10-15 16:16:46.630000128,-5.4849815
157,2004-10-15 16:16:51.609999872,0.03992653,47.488365,-122.49555,10.764953,,,451.0,121.0,105.0,2004-10-15 16:16:51.609999872,-5.3852506
158,2004-10-15 16:16:56.640000128,-0.03992653,47.488373,-122.495544,10.760574,,,307.0,100.0,100.0,2004-10-15 16:16:56.640000128,-5.462632
159,2004-10-15 16:17:01.614000128,-0.07985306,47.488377,-122.495544,10.756578,,,331.0,104.0,99.0,2004-10-15 16:17:01.614000128,-5.5038943
160,2004-10-15 16:17:06.640000128,0.10979748,47.48838,-122.49554,10.7528515,,,497.0,101.0,164.0,2004-10-15 16:17:06.640000128,-5.315485
161,2004-10-15 16:17:11.678000000,-0.059889793,47.488388,-122.49554,10.7543125,,,412.0,112.0,43.0,2004-10-15 16:17:11.678000000,-5.483237
162,2004-10-15 16:17:16.878999936,-0.04990816,47.48839,-122.49553,10.755439,,,293.0,101.0,111.0,2004-10-15 16:17:16.878999936,-5.4740176
163,2004-10-15 16:17:24.173000064,-0.019963264,47.4884,-122.49553,10.7558,,,259.0,98.0,100.0,2004-10-15 16:17:24.173000064,-5.445033
164,2004-10-15 16:17:30.210999936,-0.1796689,47.488407,-122.49552,10.756665,,,292.0,101.0,75.0,2004-10-15 16:17:30.210999936,-5.6027517
165,2004-10-15 16:17:36.920000128,-0.019963264,47.48841,-122.495514,10.758808,,,359.0,108.0,118.0,2004-10-15 16:17:36.920000128,-5.4447627
166,2004-10-15 16:17:42.958000000,-0.029944897,47.48842,-122.495514,10.759629,,,334.0,105.0,94.0,2004-10-15 16:17:42.958000000,-5.455232
167,2004-10-15 16:17:49.000000000,0.019963264,47.488426,-122.49551,10.762556,,,340.0,101.0,107.0,2004-10-15 16:17:49.000000000,-5.4050384
168,2004-10-15 16:17:55.032000128,0.049907684,47.48843,-122.4955,10.765112,,,347.0,107.0,94.0,2004-10-15 16:17:55.032000128,-5.374589
169,2004-10-15 16:18:02.493000064,-0.009981632,47.488438,-122.4955,10.762421,,,306.0,105.0,95.0,2004-10-15 16:18:02.493000064,-5.4347353
170,2004-10-15 16:18:08.532000128,0.06987095,47.488445,-122.49549,10.76066,,,302.0,103.0,96.0,2004-10-15 16:18:08.532000128,-5.3539023
